,ticker,time,volume,bid_o,bid_h,bid_l,bid_c,mid_o,mid_h,mid_l,mid_c,ask_o,ask_h,ask_l,ask_c
0,EUR_CHF,2022-11-15T18:00:00.000000000Z,16096,0.98045,0.98128,0.97439,0.97441,0.98054,0.98136,0.97450,0.97450,0.98062,0.98145,0.97458,0.97458
1,EUR_CHF,2022-11-15T19:00:00.000000000Z,17992,0.97439,0.97712,0.97224,0.97667,0.97448,0.97726,0.97236,0.97678,0.97458,0.97742,0.97247,0.97688
2,EUR_CHF,2022-11-15T20:00:00.000000000Z,8961,0.97669,0.97766,0.97664,0.97739,0.97680,0.97775,0.97676,0.97750,0.97690,0.97785,0.97686,0.97760
3,EUR_CHF,2022-11-15T21:00:00.000000000Z,3051,0.97741,0.97763,0.97666,0.97742,0.97752,0.97776,0.97679,0.97754,0.97762,0.97789,0.97691,0.97767
4,EUR_CHF,2022-11-15T22:00:00.000000000Z,890,0.97516,0.97704,0.97489,0.97678,0.97591,0.97736,0.97564,0.97713,0.97666,0.97805,0.97639,0.97748
5,EUR_CHF,2022-11-15T23:00:00.000000000Z,4023,0.97675,0.97721,0.97574,0.97662,0.97709,0.97729,0.97587,0.97673,0.97743,0.97755,0.97597,0.97684
6,EUR_CHF,2022-11-16T00:00:00.000000000Z,5232,0.97665,0.97721,0.97656,0.97678,0.97676,0.97730,0.97668,0.97688,0.97687,0.97741,0.97679,0.97699
7,EUR_CHF,2022-11-16T01:00:00.000000000Z,5423,0.97677,0.97766,0.97659,0.97749,0.97687,0.97774,0.97670,0.97761,0.97697,0.97784,0.97681,0.97773
8,EUR_CHF,2022-11-16T02:00:00.000000000Z,6068,0.97746,0.97974,0.97725,0.97935,0.97757,0.97984,0.97736,0.97944,0.97768,0.97997,0.97748,0.97953
9,EUR_CHF,2022-11-16T03:00:00.000000000Z,3846,0.97934,0.97988,0.97907,0.97919,0.97944,0.97997,0.97918,0.97931,0.97954,0.98007,0.97927,0.97943
10,EUR_CHF,2022-11-16T04:00:00.000000000Z,4177,0.97920,0.97930,0.97848,0.97881,0.97931,0.97938,0.97860,0.97891,0.97942,0.97948,0.97871,0.97901
11,EUR_CHF,2022-11-16T05:00:00.000000000Z,5100,0.97878,0.97946,0.97876,0.97934,0.97890,0.97956,0.97886,0.97942,0.97903,0.97966,0.97897,0.97949
12,EUR_CHF,2022-11-16T06:00:00.000000000Z,4437,0.97937,0.97949,0.97853,0.97871,0.97944,0.97956,0.97864,0.97881,0.97952,0.97965,0.97875,0.97891
13,EUR_CHF,2022-11-16T07:00:00.000000000Z,8515,0.97875,0.98138,0.97873,0.98041,0.97884,0.98148,0.97884,0.98052,0.97894,0.98158,0.97894,0.98063
14,EUR_CHF,2022-11-16T08:00:00.000000000Z,8393,0.98040,0.98087,0.97895,0.98044,0.98052,0.98097,0.97904,0.98054,0.98065,0.98108,0.97912,0.98064
15,EUR_CHF,2022-11-16T09:00:00.000000000Z,6501,0.98045,0.98114,0.97935,0.98012,0.98056,0.98124,0.97943,0.98020,0.98068,0.98133,0.97951,0.98028
16,EUR_CHF,2022-11-16T10:00:00.000000000Z,6863,0.98014,0.98115,0.97873,0.97885,0.98021,0.98124,0.97880,0.97896,0.98028,0.98134,0.97888,0.97907
17,EUR_CHF,2022-11-16T11:00:00.000000000Z,7122,0.97886,0.97995,0.97886,0.97905,0.97896,0.98004,0.97896,0.97915,0.97906,0.98013,0.97905,0.97925
18,EUR_CHF,2022-11-16T12:00:00.000000000Z,6823,0.97906,0.97946,0.97831,0.97853,0.97916,0.97956,0.97841,0.97862,0.97925,0.97967,0.97850,0.97871
19,EUR_CHF,2022-11-16T13:00:00.000000000Z,11814,0.97851,0.98011,0.97849,0.97873,0.97860,0.98024,0.97858,0.97883,0.97870,0.98087,0.97866,0.97893
20,EUR_CHF,2022-11-16T14:00:00.000000000Z,10628,0.97874,0.97988,0.97804,0.97910,0.97883,0.97996,0.97812,0.97920,0.97892,0.98005,0.97820,0.97929
21,EUR_CHF,2022-11-16T15:00:00.000000000Z,9855,0.97907,0.98096,0.97839,0.98076,0.97918,0.98104,0.97848,0.98084,0.97928,0.98113,0.97858,0.98093
22,EUR_CHF,2022-11-16T16:00:00.000000000Z,5876,0.98075,0.98219,0.98023,0.98176,0.98083,0.98228,0.98032,0.98185,0.98091,0.98237,0.98039,0.98194
23,EUR_CHF,2022-11-16T17:00:00.000000000Z,5459,0.98178,0.98178,0.97940,0.98007,0.98186,0.98186,0.97949,0.98015,0.98195,0.98195,0.97958,0.98023
24,EUR_CHF,2022-11-16T18:00:00.000000000Z,5375,0.98005,0.98006,0.97904,0.97960,0.98014,0.98016,0.97914,0.97968,0.98024,0.98026,0.97922,0.97977
25,EUR_CHF,2022-11-16T19:00:00.000000000Z,3924,0.97960,0.98123,0.97960,0.98114,0.97970,0.98130,0.97970,0.98122,0.97979,0.98137,0.97979,0.98129
26,EUR_CHF,2022-11-16T20:00:00.000000000Z,4523,0.98110,0.98211,0.98076,0.98175,0.98118,0.98221,0.98084,0.98186,0.98127,0.98231,0.98092,0.98196
27,EUR_CHF,2022-11-16T21:00:00.000000000Z,2357,0.98176,0.98219,0.98147,0.98198,0.98188,0.98228,0.98162,0.98206,0.98199,0.98238,0.98174,0.98215
